v1,v2
ham,If you have food in your fridge  clothes on your rack  a roof over your head  and a place to sleep  You are richer than 75% of the entire world...If you have money in your wallet  a little change and can go anywhere you want  You are among the top 8% of the worlds wealthy...If you woke up this morning with more health than illness  You are more blessed than the million people who wont survive this week and die...If you can actually READ this message and understand it  You are more fortunate than the 3 Billion people in the world who cannot see  dont know english  or suffer being mentally retarded...Life is not about stupid exams  silly girl/guy who dumped you  or whatever else that does not matter at all...Its all about a thousand other reasons to be happy & live this precious life happily  which itself is a gift!!Read this n apply in ur life 
ham,If you have food in your fridge  clothes on your rack  a roof over your head  and a place to sleep  You are richer than 75% of the entire world... If you have money in your wallet  a little change and can go anywhere you want  You are among the top 8% of the worlds wealthy... If you woke up this morning with more health than illness  You are more blessed than the million people who wont survive this week and die... If you can actually READ this message and understand it  You are more fortunate than the 3 Billion people in the world who cannot see  dont know english  or suffer being mentally retarded... Life is not about stupid exams  silly girl/guy who dumped you  or whatever else that does not matter at all... Its all about a thousand other reasons to be happy & live this precious life happily  which itself is a gift!! 
ham,If you have d ability to stand tall even after u hv been betrayed by ur dear ones  Just a smile wil punish dem more dan ur words...!:)Gdmng... 
ham,Wht cls do we hv and at wht tym? 
ham,if you get some free time  please put free messages in your phone. 
ham,If you feel that you cant smile  stand before a mirror and with your fingers pull your mouth into a smile. It is that important! Good morning Jai sri ram:-) 
ham,irl 2 Baba Ramdev if I Kiss a Boy Wat Wil Hppn.Baba-Narak me Jaoge.Girl-Acha Apko Karu to?Baba-Chalak Ladki Swarg Mai Jana Chahti Hai.... 
ham,If you dont like any rule Just follow it  reach the top & change the rule. : Bill Gates.. Good Night.. Have a nice day ahead.. 
ham,If you do anything wrongly for a long time  you will find it difficult to overcome your bad habit. . . Good morning . . Jai sri ram. :-) 
ham,If you can't find the right words 4 a certain situation  just give dat person a hug. Words have the potential to confuse  but hugs never lie.... 
ham,If you can't find the right words 4 a certain situation  just give dat person a hug.Words have the potential to confuse but hugs never lie...$ 
ham,if you can  call me once you're on your way back. 
ham,If u worry about a trouble it becomes double but when you smile at it it disapears like a bubble so always keep smiling HAPPY NAVRATRI :-) :-) 
ham,If u want 2 see how rich u r  then don't count ur money.Just drop a tear from ur eye & see how many hands come 2 hold it........:-) 
ham,If u wait for happy moments   U will wait forever..But if u start believing that u r happy   u will be happy forever..  Boy propoz 2 grl:Ye Raat Ye subah ye Hawa Ye Chand Ye Ghatayen Ye Nadia Ye Kinare Girl: Pyar Kr Rha H Ya Environmental Study padha rha hai...  2 Sardar train k piche baag rhe the..1chadh gaya  to train me logo ne khaWELLDONESardar-khaak well doneJana to use tha Mai to chhodne aaya tha......... 
ham,Whrever u r whtever u do 1 heart will always beat 4 u.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . Ur own stupid..:-P Happy April Fool's Day..!!:-D  
ham,If u trust sum1 trust till the end; whtevr d results may be in the end eithr u'l hv a very good frnd or a very good lesson.... 
ham,Irfan pathan ne gaand maar li.  
ham,if u tell me by 5pm  i'll get ready without waxing n come in my blue western dress (u haven't seen it). :( 
ham,If U Stand 4 Any Reason  Be Prepared 2 Stand Alone Like a Tree. And if U Fall on d Ground  Fall as a Seed That Grows Back 2 Fight Again.. 
ham,If u slepng den its kk...gn...isliye mene cal kat di... 
ham,if u really luv sm1 4m ur heart(not tympas)pass it 2every1(Muje b bhejna)2nite da 1u luv wil suddenlywant u  miss u n feel 4u if 3cum backlets try... 
ham,If u r stressed  you'll get pimples.. if u cry u'll get wrinkles.. So  y don't u smile yaar and ; get dimples? :-)  
ham,If u r online go to dis link: skillineers.com  
ham,if u r onl9  plz inform inform manali shyam to call nitul sir asap 
ham,If u r alone  I'll b ur shadow. If u want 2 cry  I'll b ur shoulder. If u need 2 be happy  I'll be ur smile. But anytime u need a frnd  I'll just b me. 
ham,If u r a Chocolate u r d Swetest if u r a Teddy Bear u r d CUTEST if u r a star u r d BRIGHTEST n if u r my frnd OH!my GOD U R LUCKIEST. 
ham,Yr yehi msg aaya tha  fwd kr dia  
ham,irf Sirf Sirf SIRF SIRF SiRf sirF SIRF S I R F Si r f s ir f SIrf sirf sirf SiRF SIRF Disturb Karna Tha 
ham,Whre u reached 
ham,If u miss me aftr 10 yrs  how ll u remembr me?Acha wohi sonali jo ____?No reply means no care..   
ham,If u love some1 dont keep in ur heart.Keep in ur nails coz if u fail in love  don break ur heart  just cut ur nails.thats the reason why girls keep long nails. 
ham,If u learn to translate evry event of ur life into a +ve one  u wil stop being a prisoner of ur past n bcm designer of ur future.. :-)Gudnt:) 
ham,If U Hv Any Prblms-Bindas Tel Me l'll Help U. If U Dn't Hv Any Prblms-Bindas Tel Me l'll Create Sum 4 U! After Al'Dost Hote Kis Liye Hai!  
ham,If u hav free sms plz help a baby 9yrs Dakshini in a bad stg sufrn 4m blud cancer. Hr dad need 26 lac 4 opratn all ntwrk agreed 2 pay Rs 0.1 per sms. Plz frwd 
ham,If u hav any problems- bindas tel me  ill help u. if u dont hav any problems- bindas telme ill create sum4u!  Afterall  dost hote kis liye hai!  
ham,Whre r u? R u cmng to clag 
ham,If u hav 2 keep hurting me d way u r (n showing me such cold attitude i dono y)...den m betr off dealing wid nt having u in my life dan having u lyk dis. N plz don call bck nw. I don think u need 2 hav d last word wid sum1 uv alredy hurt so mch. 
ham,If u get any problem d just give me miss call on 09334703425       padhai suru kar do ab.mejor project ke liye latter nikal ke vej do main phone kar ke bol dunga.ok last date gate ka kya hai. 
ham,Yr dunno very clearly...bt hopefuly if i gt a gud job frm on campus placmnt...den i'l go fo it..fo a year or year n half..afta dat mba..cz i'v heard dat mba wid job xprnce has more value..u?  
ham,HUSBAND aur WIFE ka rishta bhi ajeeb hai... DOOR ho to JUDAI .. Aur PASS ho to CH....   No.  it's CHIK CHIK (ladaai) Har bar apna ganda DIMAAG mat lHUSBAND aur WIFE ka rishta bhi ajeeb hai... DOOR ho to JUDAI .. Aur PASS ho to CH....   No.  it's CHIK CHIK (ladaai) Har bar apna ganda DIMAAG mat lHUSBAND aur WIFE ka rishta bhi ajeeb hai... DOOR ho to JUDAI .. Aur PASS ho to CH....   No.  it's CHIK CHIK (ladaai) Har bar apna ganda DIMAAG mat lagaya karo .. !agaya karo .. !  
ham,If u Fuck a woman nicely  She'll Luv u for the rest of her life But if u Luv a woman nicely  She will Fuck u for the rest of your life... William Sexfear..!  
ham,If u dont work u'll rest If u work hard u'll get tired n thn also u'll need rest Ultimately karna to rest hi hai naa.Than Y d hell 2 work Laziness rocks!;-) 
ham,If u dont like something change it if u cant change it change the way u think about it. 
ham,If u dont know who is Rajnikanth.. 1) Rajnikanth can delete d Recycle Bin 2) Rajnikanth can drown a fish. 3) Rajnikanth can kill a bird with two stones.  4) In an avrg living room thr r 1242 objcts Rajnikanth culd use to kill u  including room itself. 5)If u spell Rajnikanth wrong on Google it doesnt say did u mean Rajnikanth. It simply replies Run while u still hav d chance.  6)When Rajnikanth looks in mirror d mirror shatters  bcoz not even glass is stupid to get in betwn Rajnikanth & Rajnikanth. 7) Where der is will  der is way. Where der is Rajnikanth der is no othr way. 9) Gmail id of Rajnikanth gmail.com@RAJNIKANTH    MIND IT  
ham,Whr r u? Jaldi aao. 
ham,if u don wan me to call  y did u call me in d first place? newyz woteva tc bye enjoy. 
ham,If u dnt wnt to tel its fyn wid me 
ham,If u delete this msg u wil fail in every exams in ur life 2008-09. Say SAI BABA KI JAI n fwd to 5 ppl imm...i m sorry.. Muje fasaya gaya hai.. 
ham,If u delete this msg u wil fail in every exams in ur life 2008-09. Say SAI BABA KI JAI n fwd to 5 ppl excpt me imm...i m sorry.. Mujhe fasaya gaya hai.. 
ham,If u cn talk thru text  cn u jus tell me wot d hell is going on??? M rely getting vry pissed off frustrated and disturbed. N its betr if i don live in misconceptions. 
ham,ireshark 2ndpar 
ham,If u care 4 me-i care 4 uu miss me-i miss u u msg me-i msg u u gussa-i gussa u 4get me-Na munna naI'm difrnt!FIR TO GOLIYA CHALENGI.... 
ham,If u can stil bet on chocolates  If u stil love receiving gifts 4m friends  N if u still hate giving exams  :-P;-) Then... Happy Childrens Day...:-) Njoy!:-) 
ham,If u can get up evryday and believe the future is better than the past  it can get u through a lot. The question is how to believe that when the person u truly deeply cared about isn't gonna be part of ur future...?? 
ham,If u busy rgt nw v cn talk latr 
ham,If u arrange these letters u'll get the following:- *Dormitory = Dirty-room *Astronomer = Moonstarer *The eyes = They see *A Decimal Point = I'm a dot in place *Eleven plus two =Twelve  plus one *Princess Diana = End is a car spin... n some say whats in name? Lol  
ham,Whr r u? 
ham,If TIME dznt wait fo u dun wori!.. Jus remove d batery frm d clock n njy life 
ham,If time doesnt wait for u dont worry..!Just remove d battery 4m d clock n njoy life..!. ..Great ppl Great thought.. 
ham,If the whole world is agnst U & u r alone on 1 side den wat wil u do? It's simple Jst turn back & u wil becom leader of d whole world. Dats d attitude  
ham,If the path is beautiful  let us not ask where it leads.. But if the destination is beautiful.. let us not ask how hard the path is.. Just Keep Walking.  
ham,ipz To Beat Summer 1-Drink Lot Of Fresh Water 2-Cover Ur Head Wen Outside 3-Eat Vgetables But Most Important 4-Msg Me Daily Bcz I'm so cool 
ham,If the path is beautiful  first confirm where it leads But if the destination is beautiful don't bother how the path is.... Keep walking....:)  
ham,If the PATH is beautiful  1st confirm WHERE it leads to..But if the DESTINATION is beautiful  don't bother HOW the path is..Keep Walking...:-) Frm vishalakshgud mn... :-) 
ham,If swimming s a gud xercise 2 stay fit y whales r fat? Y is dat evry1 wants 2 go 2 heaven bt nobdy wantz 2 die? Shal i say dat der is racial discrimnatn in chess as white piece is movd 1st? In our cuntry v hav freedom for speech den y telephone bills? If mony dosn't grow as trees den y do banks hav branchs? Y does a round piza cum in a square bx? Y dsn't glu stik 2 its botle? Y do u stil cal it building wen its alredy built? If its tru dat v r here 2 help others  wat are othrs here 4? If u arn't supos 2 drink n driv y do bars hav parkin lotz?V r funny pple livin n a seriously funny world. Njoy ur lyf. 
ham,If swiming is a gud xercise 2 stay fit  y r whales fat? Y is dat evry1 wants 2 go 2 heven bt nobdy wantz 2 die? Shal i say dat der is racial discrimnat4 sardaro ne mil ke petrol pump khola. 1 bhi customer nai aaya .. Kyun..?  petrol pump was on 1st floor.. Chal ek aur Fir charo ne usi floor pe restn in chess as white piece is movd 1st? In our cuntry  v hav fredom for speech den y telefon bills? If mony dosn't grow as trees den y do banks hav branuarent khola. 1 bhi customer nahi..  Kyu..? petrol pump ka board nai hataya.. Chal ek aur Fir charo ne 1 taxi li. 1 bhi sawari nahi.  Kyu..? 2 schs? Y does a round piza cum in a square box? Y dsn't glu stik 2 its bottle? Y do u stil cal it building wen its already built? If its tru dat v r heardar aage and 2 piche baith ke sawari dhund rahe the.. Chal ek aur Taxi kharab ho gayi.  Charo ne khub dhakka lagaya. but taxi wahi ki wahi. Kyu..? re 2 help others  for wat r othrs here 4? If u arn't supos 2 drink n driv y do bars hav parkin lots? V r funny ppl livin in a seriously funny world!.. 2 aage se and 2 piche se dhakka de rahe the.. Chal ek aur Fir charo ne 1 bachhe ko kidnap kiya. Bachhe ko kaha ghar ja apne baap se 5 lac rs le ke aa.THINK HATKE;) warna tujhe maar denge. Bachha ghar gaya aur uske papa ne paise de bhi diye. Kyu..? bachhe ka bap bhi sardar tha...!  
ham,If swiming is a gud xercise 2 stay fit  y r whales fat? Y is dat evry1 wants 2 go 2 heven bt nobdy wantz 2 die? Shal i say dat der is racial discrimnat4 sardaro ne mil ke petrol pump khola. 1 bhi customer nai aaya .. Kyun..?  petrol pump was on 1st floor.. Chal ek aur Fir charo ne usi floor pe restIf swiming is a gud xercise 2 stay fit  y r whales fat? Y is dat evry1 wants 2 go 2 heven bt nobdy wantz 2 die? Shal i say dat der is racial discrimnatTo all my dear friends  u must be aware of ongoing protest in our clg. I would like ur participation in it. And as per clsses r concerned  dere r no mass4 sardaro ne mil ke petrol pump khola. 1 bhi customer nai aaya .. Kyun..?  petrol pump was on 1st floor.. Chal ek aur Fir charo ne usi floor pe restTo all my dear friends  u must be aware of ongoing protest in our clg. I would like ur participation in it. As per clsses r concerned  dere r no mass bunTo all my dear friends  u must be aware of ongoing protest in our clg. I would like ur participation in it. And as per clsses r concerned  dere r no massTo all my dear friends  u must be aware of ongoing protest in our clg. I would like ur participation in it. And as per clsses r concerned  dere r no massTo all my dear friends  u must be aware of ongoing protest in our clg. I would like ur participation in it. As per clsses r concerned  dere r no mass bunn in chess as white piece is movd 1st? In our cuntry  v hav fredom for speech den y telefon bills? If mony dosn't grow as trees den y do banks hav bran bunk  those who want 2 attend clsses r free 2 do so. If no 1 attends clsses then no attendence is counted. Its up 2 u people  hw u go abt dis situation.uarent khola. 1 bhi customer nahi..  Kyu..? petrol pump ka board nai hataya.. Chal ek aur Fir charo ne 1 taxi li. 1 bhi sawari nahi.  Kyu..? 2 sn in chess as white piece is movd 1st? In our cuntry  v hav fredom for speech den y telefon bills? If mony dosn't grow as trees den y do banks hav branuarent khola. 1 bhi customer nahi..  Kyu..?  
ham,If sumone u lov hurts u set him free. if he comes back Shoot the IDIOT! If he doesnt come back Hunt him down & then shoot the IDIOT..!! Be a Brave Lovr..! 
ham,If sumone hurts u dont mind it Bcoz its law of nature that The tree which have the sweetest fruits gets the maximum number of stones... 
